n	version1	version2	version3	version4
1316	5.419e-03	1.674e-02	3.970e-03	3.217e-03
1317	5.409e-03	1.677e-02	3.985e-03	3.183e-03
1318	5.395e-03	1.668e-02	3.951e-03	3.246e-03
1319	5.408e-03	1.672e-02	3.967e-03	3.242e-03
1320	5.492e-03	1.673e-02	3.953e-03	3.261e-03
1321	5.428e-03	1.672e-02	3.956e-03	3.211e-03
1322	5.403e-03	1.674e-02	3.970e-03	3.204e-03
1323	5.457e-03	1.666e-02	3.962e-03	3.232e-03
1324	5.447e-03	1.675e-02	4.006e-03	3.234e-03
1325	5.694e-03	1.710e-02	3.982e-03	3.244e-03
1326	5.413e-03	1.684e-02	4.013e-03	3.257e-03
1327	5.509e-03	1.686e-02	3.954e-03	3.287e-03
1328	5.579e-03	1.693e-02	4.021e-03	3.329e-03
1329	5.487e-03	1.738e-02	4.044e-03	3.323e-03
1330	5.740e-03	1.722e-02	4.224e-03	3.197e-03
1331	5.491e-03	1.724e-02	4.072e-03	3.364e-03
1332	5.533e-03	1.712e-02	4.164e-03	3.240e-03
1333	5.459e-03	1.715e-02	4.102e-03	3.295e-03
1334	5.477e-03	1.740e-02	4.224e-03	3.595e-03
1335	5.766e-03	1.682e-02	3.934e-03	3.168e-03
1336	5.433e-03	1.669e-02	3.937e-03	3.201e-03
1337	5.378e-03	1.727e-02	3.912e-03	3.199e-03
1338	5.404e-03	1.667e-02	3.932e-03	3.230e-03
1339	5.399e-03	1.679e-02	3.943e-03	3.200e-03
1340	5.396e-03	1.677e-02	4.411e-03	3.339e-03
1341	5.436e-03	1.671e-02	3.967e-03	3.232e-03
1342	5.395e-03	1.703e-02	3.934e-03	3.169e-03
1343	5.436e-03	1.669e-02	3.943e-03	3.197e-03
1344	5.459e-03	1.675e-02	4.111e-03	3.212e-03
1345	5.450e-03	1.670e-02	3.961e-03	3.243e-03
1346	5.451e-03	1.740e-02	3.965e-03	3.243e-03
1347	5.403e-03	1.670e-02	3.958e-03	3.218e-03
1348	5.421e-03	1.681e-02	3.992e-03	3.215e-03
1349	5.569e-03	1.665e-02	4.019e-03	3.217e-03
1350	5.493e-03	1.664e-02	3.973e-03	3.273e-03
1351	5.477e-03	1.667e-02	3.942e-03	3.260e-03
1352	5.459e-03	1.664e-02	3.959e-03	3.222e-03
1353	5.435e-03	1.674e-02	3.939e-03	3.205e-03
1354	5.407e-03	1.675e-02	3.951e-03	3.199e-03
1355	5.414e-03	1.671e-02	3.936e-03	3.208e-03
1356	5.387e-03	1.670e-02	3.936e-03	3.201e-03
1357	5.400e-03	1.675e-02	3.934e-03	3.176e-03
1358	5.428e-03	1.675e-02	3.955e-03	3.222e-03
1359	5.407e-03	1.676e-02	3.943e-03	3.223e-03
1360	5.419e-03	1.669e-02	3.933e-03	3.232e-03
1361	5.394e-03	1.670e-02	3.937e-03	3.206e-03
1362	5.405e-03	1.674e-02	3.939e-03	3.227e-03
1363	5.457e-03	1.671e-02	3.939e-03	3.225e-03
1364	5.396e-03	1.673e-02	3.954e-03	3.206e-03
1365	5.487e-03	1.679e-02	3.985e-03	3.181e-03
1366	5.408e-03	1.670e-02	3.938e-03	3.213e-03
1367	5.397e-03	1.673e-02	3.952e-03	3.229e-03
1368	5.412e-03	1.670e-02	3.953e-03	3.210e-03
1369	5.411e-03	1.669e-02	3.936e-03	3.199e-03
1370	5.422e-03	1.671e-02	3.950e-03	3.192e-03
1371	5.471e-03	1.672e-02	4.028e-03	3.252e-03
1372	5.459e-03	1.668e-02	3.993e-03	3.261e-03
1373	5.458e-03	1.663e-02	3.956e-03	3.238e-03
1374	5.431e-03	1.673e-02	3.943e-03	3.210e-03
1375	5.435e-03	1.672e-02	3.953e-03	3.218e-03
1376	5.490e-03	1.671e-02	4.002e-03	3.240e-03
1377	5.460e-03	1.667e-02	3.967e-03	3.263e-03
1378	5.445e-03	1.679e-02	3.946e-03	3.186e-03
1379	5.412e-03	1.670e-02	3.947e-03	3.250e-03
1380	5.447e-03	1.675e-02	4.008e-03	3.262e-03
1381	5.483e-03	1.674e-02	3.971e-03	3.217e-03
1382	5.402e-03	1.669e-02	4.048e-03	3.248e-03
1383	5.416e-03	1.676e-02	3.940e-03	3.182e-03
1384	5.424e-03	1.672e-02	3.956e-03	3.207e-03
1385	5.406e-03	1.672e-02	3.955e-03	3.209e-03
1386	5.465e-03	1.669e-02	3.946e-03	3.239e-03
1387	5.406e-03	1.672e-02	3.965e-03	3.226e-03
1388	5.407e-03	1.676e-02	3.958e-03	3.182e-03
1389	5.461e-03	1.671e-02	3.971e-03	3.216e-03
1390	5.432e-03	1.669e-02	3.965e-03	3.211e-03
1391	5.428e-03	1.668e-02	3.990e-03	3.221e-03
1392	5.409e-03	1.672e-02	3.949e-03	3.235e-03
1393	5.406e-03	1.677e-02	3.953e-03	3.176e-03
1394	5.427e-03	1.673e-02	3.957e-03	3.229e-03
1395	5.413e-03	1.674e-02	3.966e-03	3.210e-03
1396	5.441e-03	1.670e-02	3.939e-03	3.202e-03
1397	5.403e-03	1.670e-02	3.963e-03	3.221e-03
1398	5.447e-03	1.666e-02	3.946e-03	3.235e-03
1399	5.434e-03	1.666e-02	3.973e-03	3.216e-03
1400	5.408e-03	1.671e-02	3.985e-03	3.251e-03
1401	5.424e-03	1.674e-02	3.986e-03	3.220e-03
1402	5.450e-03	1.670e-02	3.969e-03	3.219e-03
1403	5.415e-03	1.669e-02	3.962e-03	3.240e-03
1404	5.426e-03	1.668e-02	3.996e-03	3.238e-03
1405	5.416e-03	1.671e-02	3.989e-03	3.255e-03
1406	5.421e-03	1.678e-02	3.971e-03	3.188e-03
1407	5.448e-03	1.671e-02	3.960e-03	3.237e-03
1408	5.422e-03	1.669e-02	3.978e-03	3.231e-03
1409	5.442e-03	1.669e-02	3.993e-03	3.249e-03
1410	5.422e-03	1.673e-02	3.952e-03	3.223e-03
1411	5.397e-03	1.673e-02	3.964e-03	3.187e-03
1412	5.455e-03	1.667e-02	3.991e-03	3.246e-03
1413	5.447e-03	1.670e-02	3.987e-03	3.211e-03
1414	5.451e-03	1.664e-02	3.986e-03	3.248e-03
1415	5.414e-03	1.670e-02	3.993e-03	3.237e-03
1416	5.443e-03	1.680e-02	4.077e-03	3.492e-03
1417	5.491e-03	1.679e-02	3.959e-03	3.292e-03
1418	5.420e-03	1.713e-02	4.138e-03	3.208e-03
1419	5.425e-03	1.723e-02	3.942e-03	3.355e-03
1420	5.680e-03	1.725e-02	4.010e-03	3.200e-03
1421	5.663e-03	1.718e-02	4.103e-03	3.292e-03
1422	5.414e-03	1.719e-02	3.961e-03	3.370e-03
1423	5.677e-03	1.728e-02	4.029e-03	3.168e-03
1424	5.531e-03	1.712e-02	3.961e-03	3.256e-03
1425	5.470e-03	1.694e-02	3.952e-03	3.206e-03
1426	5.473e-03	1.692e-02	3.999e-03	3.234e-03
1427	5.444e-03	1.696e-02	3.995e-03	3.272e-03
1428	5.659e-03	1.703e-02	3.987e-03	3.266e-03
1429	5.417e-03	1.706e-02	3.948e-03	3.260e-03
1430	5.568e-03	1.703e-02	3.990e-03	3.225e-03
1431	5.446e-03	1.710e-02	4.001e-03	3.210e-03
1432	5.458e-03	1.694e-02	4.071e-03	3.241e-03
1433	5.527e-03	1.691e-02	4.014e-03	3.304e-03
1434	5.502e-03	1.682e-02	4.037e-03	3.340e-03
1435	5.566e-03	1.696e-02	3.960e-03	3.223e-03
1436	5.478e-03	1.681e-02	3.947e-03	3.227e-03
1437	5.445e-03	1.709e-02	3.968e-03	3.227e-03
1438	5.488e-03	1.682e-02	3.952e-03	3.202e-03
1439	5.443e-03	1.690e-02	3.972e-03	3.218e-03
1440	5.450e-03	1.688e-02	3.972e-03	3.191e-03
1441	5.473e-03	1.683e-02	3.953e-03	3.202e-03
1442	5.411e-03	1.678e-02	3.943e-03	3.198e-03
1443	5.433e-03	1.672e-02	3.939e-03	3.205e-03
1444	5.392e-03	1.679e-02	3.989e-03	3.225e-03
1445	5.407e-03	1.674e-02	3.932e-03	3.171e-03
1446	5.429e-03	1.669e-02	3.950e-03	3.415e-03
1447	5.420e-03	1.691e-02	4.352e-03	3.202e-03
1448	5.999e-03	1.744e-02	3.974e-03	3.213e-03
1449	5.405e-03	1.679e-02	3.986e-03	3.177e-03
1450	5.421e-03	1.746e-02	3.935e-03	3.200e-03
1451	5.394e-03	1.670e-02	3.945e-03	3.170e-03
1452	5.419e-03	1.670e-02	3.933e-03	3.255e-03
1453	5.408e-03	1.675e-02	3.984e-03	3.277e-03
1454	5.422e-03	1.670e-02	4.065e-03	3.257e-03
1455	5.396e-03	1.674e-02	3.945e-03	3.201e-03
1456	5.386e-03	1.673e-02	3.938e-03	3.227e-03
1457	5.407e-03	1.669e-02	3.940e-03	3.207e-03
1458	5.428e-03	1.668e-02	3.962e-03	3.299e-03
1459	5.415e-03	1.671e-02	3.933e-03	3.168e-03
1460	5.397e-03	1.667e-02	3.949e-03	3.202e-03
1461	5.390e-03	1.673e-02	3.936e-03	3.198e-03
1462	5.381e-03	1.676e-02	3.940e-03	3.171e-03
1463	5.430e-03	1.671e-02	3.939e-03	3.206e-03
1464	5.393e-03	1.670e-02	3.939e-03	3.198e-03
1465	5.446e-03	1.669e-02	3.955e-03	3.219e-03
1466	5.417e-03	1.672e-02	3.941e-03	3.212e-03
1467	5.412e-03	1.672e-02	3.933e-03	3.169e-03
1468	5.412e-03	1.668e-02	3.931e-03	3.198e-03
1469	5.377e-03	1.669e-02	3.937e-03	3.209e-03
1470	5.392e-03	1.671e-02	3.939e-03	3.178e-03
1471	5.417e-03	1.672e-02	3.956e-03	3.239e-03
1472	5.413e-03	1.671e-02	3.935e-03	3.233e-03
1473	5.402e-03	1.668e-02	3.941e-03	3.203e-03
1474	5.402e-03	1.670e-02	4.067e-03	3.250e-03
1475	5.429e-03	1.676e-02	3.955e-03	3.185e-03
1476	5.441e-03	1.671e-02	3.937e-03	3.208e-03
1477	5.388e-03	1.670e-02	3.961e-03	3.214e-03
1478	5.412e-03	1.677e-02	3.940e-03	3.191e-03
1479	5.414e-03	1.675e-02	3.945e-03	3.203e-03
1480	5.407e-03	1.673e-02	3.978e-03	3.243e-03
1481	5.424e-03	1.667e-02	3.934e-03	3.201e-03
1482	5.377e-03	1.668e-02	3.944e-03	3.203e-03
1483	5.429e-03	1.674e-02	3.960e-03	3.183e-03
1484	5.472e-03	1.668e-02	3.941e-03	3.201e-03
1485	5.404e-03	1.670e-02	3.935e-03	3.205e-03
1486	5.393e-03	1.675e-02	3.948e-03	3.165e-03
1487	5.373e-03	1.667e-02	3.959e-03	3.223e-03
1488	5.388e-03	1.668e-02	3.968e-03	3.310e-03
1489	5.458e-03	1.667e-02	3.934e-03	3.199e-03
1490	5.386e-03	1.669e-02	3.939e-03	3.217e-03
1491	5.387e-03	1.670e-02	4.038e-03	3.187e-03
1492	5.415e-03	1.669e-02	4.069e-03	3.283e-03
1493	5.394e-03	1.667e-02	3.969e-03	3.233e-03
1494	5.430e-03	1.666e-02	3.964e-03	3.172e-03
1495	5.403e-03	1.669e-02	3.941e-03	3.228e-03
1496	5.391e-03	1.671e-02	3.934e-03	3.214e-03
1497	5.405e-03	1.670e-02	3.946e-03	3.197e-03
1498	5.414e-03	1.671e-02	3.941e-03	3.215e-03
1499	5.417e-03	1.672e-02	3.958e-03	3.176e-03
1500	5.494e-03	1.673e-02	3.946e-03	3.218e-03
1501	5.383e-03	1.669e-02	3.958e-03	3.210e-03
1502	5.420e-03	1.673e-02	3.958e-03	3.171e-03
1503	5.416e-03	1.669e-02	3.936e-03	3.198e-03
1504	5.373e-03	1.669e-02	3.944e-03	3.216e-03
1505	5.411e-03	1.672e-02	3.934e-03	3.203e-03
1506	5.404e-03	1.673e-02	3.973e-03	3.225e-03
1507	5.392e-03	1.673e-02	3.908e-03	3.170e-03
1508	5.398e-03	1.669e-02	3.957e-03	3.211e-03
1509	5.406e-03	1.674e-02	3.976e-03	3.207e-03
1510	5.378e-03	1.677e-02	3.936e-03	3.168e-03
1511	5.432e-03	1.672e-02	3.940e-03	3.207e-03
1512	5.400e-03	1.677e-02	3.947e-03	3.194e-03
1513	5.458e-03	1.674e-02	3.939e-03	3.209e-03
1514	5.426e-03	1.674e-02	3.942e-03	3.204e-03
1515	5.410e-03	1.677e-02	3.953e-03	3.193e-03
1516	5.446e-03	1.675e-02	3.956e-03	3.221e-03
1517	5.437e-03	1.674e-02	3.931e-03	3.201e-03
1518	5.407e-03	1.677e-02	3.934e-03	3.167e-03
1519	5.449e-03	1.673e-02	3.955e-03	3.207e-03
1520	5.378e-03	1.671e-02	3.940e-03	3.198e-03
1521	5.444e-03	1.668e-02	3.934e-03	3.235e-03
1522	5.433e-03	1.672e-02	3.941e-03	3.218e-03
1523	5.390e-03	1.675e-02	3.944e-03	3.177e-03
1524	5.425e-03	1.673e-02	3.938e-03	3.208e-03
1525	5.385e-03	1.671e-02	3.954e-03	3.199e-03
1526	5.410e-03	1.677e-02	3.933e-03	3.188e-03
1527	5.421e-03	1.674e-02	3.938e-03	3.199e-03
1528	5.407e-03	1.672e-02	3.940e-03	3.208e-03
1529	5.417e-03	1.675e-02	3.954e-03	3.194e-03
1530	5.390e-03	1.671e-02	3.940e-03	3.261e-03
1531	5.406e-03	1.680e-02	3.966e-03	3.174e-03
1532	5.444e-03	1.670e-02	3.962e-03	3.244e-03
1533	5.450e-03	1.672e-02	3.943e-03	3.249e-03
1534	5.416e-03	1.671e-02	3.938e-03	3.221e-03
1535	5.394e-03	1.669e-02	3.944e-03	3.213e-03
1536	5.393e-03	1.672e-02	3.940e-03	3.233e-03
1537	5.437e-03	1.672e-02	3.941e-03	3.207e-03
1538	5.373e-03	1.669e-02	3.936e-03	3.200e-03
1539	5.411e-03	1.673e-02	3.934e-03	3.176e-03
1540	5.412e-03	1.670e-02	3.939e-03	3.200e-03
1541	5.407e-03	1.673e-02	3.940e-03	3.215e-03
1542	5.418e-03	1.675e-02	3.935e-03	3.168e-03
1543	5.442e-03	1.669e-02	3.937e-03	3.208e-03
1544	5.393e-03	1.675e-02	3.939e-03	3.206e-03
1545	5.417e-03	1.670e-02	3.944e-03	3.195e-03
1546	5.388e-03	1.669e-02	3.932e-03	3.200e-03
1547	5.379e-03	1.670e-02	3.941e-03	3.196e-03
1548	5.429e-03	1.669e-02	3.962e-03	3.221e-03
1549	5.386e-03	1.675e-02	3.936e-03	3.195e-03
1550	5.413e-03	1.679e-02	3.932e-03	3.193e-03
1551	5.415e-03	1.669e-02	3.970e-03	3.208e-03
1552	5.393e-03	1.678e-02	3.937e-03	3.200e-03
1553	5.432e-03	1.671e-02	3.933e-03	3.199e-03
1554	5.409e-03	1.672e-02	3.945e-03	3.216e-03
1555	5.386e-03	1.671e-02	3.957e-03	3.204e-03
1556	5.432e-03	1.671e-02	3.940e-03	3.220e-03
1557	5.388e-03	1.673e-02	3.938e-03	3.205e-03
1558	5.408e-03	1.677e-02	3.988e-03	3.187e-03
1559	5.424e-03	1.669e-02	3.937e-03	3.201e-03
1560	5.377e-03	1.671e-02	3.951e-03	3.204e-03
1561	5.416e-03	1.671e-02	3.943e-03	3.188e-03
1562	5.377e-03	1.673e-02	3.936e-03	3.204e-03
1563	5.405e-03	1.681e-02	3.944e-03	3.266e-03
1564	5.409e-03	1.674e-02	3.952e-03	3.207e-03
1565	5.395e-03	1.671e-02	3.944e-03	3.212e-03
1566	5.398e-03	1.676e-02	3.936e-03	3.166e-03
1567	5.435e-03	1.673e-02	3.937e-03	3.237e-03
1568	5.387e-03	1.671e-02	3.940e-03	3.192e-03
1569	5.387e-03	1.666e-02	3.950e-03	3.182e-03
1570	5.389e-03	1.671e-02	3.938e-03	3.201e-03
1571	5.418e-03	1.675e-02	3.943e-03	3.199e-03
1572	5.425e-03	1.667e-02	3.934e-03	3.199e-03
1573	5.377e-03	1.668e-02	3.941e-03	3.198e-03
1574	5.391e-03	1.678e-02	3.948e-03	3.170e-03
1575	5.436e-03	1.673e-02	3.935e-03	3.209e-03
1576	5.413e-03	1.673e-02	3.937e-03	3.245e-03
1577	5.388e-03	1.676e-02	3.957e-03	3.167e-03
1578	5.439e-03	1.670e-02	3.938e-03	3.223e-03
1579	5.396e-03	1.672e-02	3.940e-03	3.207e-03
1580	5.443e-03	1.671e-02	3.941e-03	3.195e-03
1581	5.391e-03	1.672e-02	3.943e-03	3.207e-03
1582	5.410e-03	1.670e-02	3.927e-03	3.172e-03
1583	5.420e-03	1.671e-02	3.946e-03	3.205e-03
1584	5.393e-03	1.673e-02	3.937e-03	3.231e-03
1585	5.407e-03	1.672e-02	3.942e-03	3.181e-03
1586	5.573e-03	1.664e-02	4.040e-03	3.218e-03
1587	5.428e-03	1.667e-02	4.223e-03	3.228e-03
1588	5.437e-03	1.665e-02	3.984e-03	3.201e-03
1589	5.388e-03	1.667e-02	4.066e-03	3.223e-03
1590	5.404e-03	1.673e-02	4.007e-03	3.181e-03
1591	5.428e-03	1.669e-02	3.963e-03	3.217e-03
1592	5.387e-03	1.673e-02	3.943e-03	3.200e-03
1593	5.434e-03	1.667e-02	3.939e-03	3.199e-03
1594	5.410e-03	1.672e-02	4.000e-03	3.245e-03
1595	5.402e-03	1.671e-02	3.956e-03	3.192e-03
1596	5.415e-03	1.666e-02	3.936e-03	3.200e-03
1597	5.388e-03	1.670e-02	3.946e-03	3.201e-03
1598	5.399e-03	1.672e-02	3.940e-03	3.186e-03
1599	5.472e-03	1.668e-02	3.948e-03	3.205e-03
1600	5.443e-03	1.669e-02	3.992e-03	3.217e-03
1601	5.430e-03	1.672e-02	3.943e-03	3.206e-03
1602	5.396e-03	1.671e-02	3.968e-03	3.275e-03
1603	5.424e-03	1.673e-02	3.931e-03	3.202e-03
1604	5.416e-03	1.668e-02	3.938e-03	3.199e-03
1605	5.386e-03	1.674e-02	3.949e-03	3.202e-03
1606	5.406e-03	1.676e-02	3.945e-03	3.180e-03
1607	5.423e-03	1.672e-02	3.938e-03	3.247e-03
1608	5.426e-03	1.671e-02	3.960e-03	3.200e-03
1609	5.421e-03	1.671e-02	3.963e-03	3.217e-03
1610	5.409e-03	1.672e-02	3.939e-03	3.202e-03
1611	5.413e-03	1.671e-02	3.940e-03	3.206e-03
1612	5.404e-03	1.668e-02	3.952e-03	3.195e-03
1613	5.393e-03	1.669e-02	3.935e-03	3.213e-03
1614	5.392e-03	1.677e-02	3.931e-03	3.171e-03
1615	5.429e-03	1.671e-02	3.938e-03	3.214e-03
1616	5.404e-03	1.668e-02	3.945e-03	3.210e-03
1617	5.408e-03	1.673e-02	3.949e-03	3.175e-03
1618	5.417e-03	1.669e-02	3.956e-03	3.209e-03
1619	5.394e-03	1.675e-02	3.964e-03	3.199e-03
1620	5.424e-03	1.669e-02	3.935e-03	3.205e-03
1621	5.376e-03	1.667e-02	3.946e-03	3.202e-03
1622	5.437e-03	1.675e-02	4.025e-03	3.171e-03
1623	5.419e-03	1.670e-02	4.014e-03	3.214e-03
1624	5.404e-03	1.671e-02	3.953e-03	3.219e-03
1625	5.402e-03	1.673e-02	4.004e-03	3.164e-03
1626	5.436e-03	1.670e-02	3.931e-03	3.234e-03
1627	5.405e-03	1.676e-02	3.947e-03	3.197e-03
1628	5.437e-03	1.669e-02	3.938e-03	3.212e-03
1629	5.395e-03	1.670e-02	3.941e-03	3.214e-03
1630	5.396e-03	1.671e-02	3.936e-03	3.181e-03
1631	5.417e-03	1.673e-02	3.935e-03	3.209e-03
1632	5.402e-03	1.670e-02	3.936e-03	3.212e-03
1633	5.405e-03	1.672e-02	3.953e-03	3.185e-03
1634	5.437e-03	1.673e-02	3.950e-03	3.240e-03
1635	5.399e-03	1.673e-02	3.954e-03	3.198e-03
1636	5.395e-03	1.669e-02	3.938e-03	3.200e-03
1637	5.422e-03	1.670e-02	3.938e-03	3.217e-03
1638	5.380e-03	1.672e-02	3.945e-03	3.237e-03
1639	5.474e-03	1.669e-02	3.943e-03	3.232e-03
1640	5.423e-03	1.673e-02	4.022e-03	3.200e-03
1641	5.406e-03	1.676e-02	3.940e-03	3.173e-03
1642	5.425e-03	1.672e-02	3.954e-03	3.220e-03
1643	5.410e-03	1.674e-02	3.945e-03	3.244e-03
1644	5.426e-03	1.670e-02	3.933e-03	3.200e-03
1645	5.397e-03	1.672e-02	3.935e-03	3.198e-03
1646	5.411e-03	1.674e-02	3.913e-03	3.231e-03
1647	5.445e-03	1.669e-02	3.957e-03	3.205e-03
1648	5.455e-03	1.672e-02	3.945e-03	3.207e-03
1649	5.401e-03	1.674e-02	4.041e-03	3.177e-03
1650	5.424e-03	1.672e-02	3.951e-03	3.272e-03
1651	5.460e-03	1.674e-02	3.931e-03	3.206e-03
1652	5.430e-03	1.672e-02	3.933e-03	3.222e-03
1653	5.392e-03	1.674e-02	3.939e-03	3.207e-03
1654	5.416e-03	1.675e-02	3.978e-03	3.184e-03
1655	5.434e-03	1.670e-02	3.959e-03	3.215e-03
1656	5.417e-03	1.672e-02	3.968e-03	3.230e-03
1657	5.440e-03	1.670e-02	4.005e-03	3.231e-03
1658	5.419e-03	1.671e-02	3.996e-03	3.261e-03
1659	5.432e-03	1.674e-02	3.988e-03	3.213e-03
1660	5.420e-03	1.667e-02	3.939e-03	3.271e-03
1661	5.409e-03	1.670e-02	3.937e-03	3.202e-03
1662	5.381e-03	1.674e-02	3.932e-03	3.175e-03
1663	5.425e-03	1.672e-02	3.943e-03	3.218e-03
1664	5.425e-03	1.670e-02	3.929e-03	3.209e-03
1665	5.429e-03	1.670e-02	3.941e-03	3.213e-03
1666	5.382e-03	1.674e-02	3.949e-03	3.198e-03
1667	5.398e-03	1.676e-02	3.962e-03	3.189e-03
1668	5.426e-03	1.667e-02	3.934e-03	3.196e-03
1669	5.378e-03	1.671e-02	3.958e-03	3.213e-03
1670	5.384e-03	1.677e-02	3.943e-03	3.189e-03
1671	5.415e-03	1.672e-02	3.955e-03	3.204e-03
1672	5.386e-03	1.670e-02	3.947e-03	3.216e-03
1673	5.443e-03	1.673e-02	3.964e-03	3.195e-03
1674	5.419e-03	1.670e-02	3.940e-03	3.207e-03
1675	5.383e-03	1.671e-02	3.956e-03	3.218e-03
1676	5.449e-03	1.665e-02	3.986e-03	3.259e-03
1677	5.403e-03	1.666e-02	3.980e-03	3.227e-03
1678	5.437e-03	1.673e-02	3.950e-03	3.225e-03
1679	5.455e-03	1.665e-02	3.966e-03	3.217e-03
1680	5.395e-03	1.653e-02	4.067e-03	3.269e-03
1681	5.443e-03	1.666e-02	3.931e-03	3.229e-03
1682	5.403e-03	1.665e-02	4.095e-03	3.206e-03
1683	5.383e-03	1.672e-02	4.012e-03	3.235e-03
1684	5.405e-03	1.667e-02	3.942e-03	3.210e-03
1685	5.405e-03	1.670e-02	3.980e-03	3.244e-03
1686	5.401e-03	1.673e-02	3.949e-03	3.168e-03
1687	5.416e-03	1.671e-02	3.948e-03	3.241e-03
1688	5.416e-03	1.672e-02	3.934e-03	3.197e-03
1689	5.424e-03	1.668e-02	3.983e-03	3.207e-03
1690	5.419e-03	1.668e-02	3.947e-03	3.261e-03
1691	5.376e-03	1.670e-02	3.935e-03	3.171e-03
1692	5.418e-03	1.666e-02	3.944e-03	3.200e-03
1693	5.402e-03	1.673e-02	3.943e-03	3.200e-03
1694	5.396e-03	1.677e-02	3.937e-03	3.201e-03
1695	5.430e-03	1.669e-02	4.088e-03	3.203e-03
1696	5.384e-03	1.670e-02	3.955e-03	3.208e-03
1697	5.399e-03	1.666e-02	3.934e-03	3.199e-03
1698	5.407e-03	1.670e-02	3.954e-03	3.266e-03
1699	5.443e-03	1.669e-02	3.912e-03	3.222e-03
1700	5.418e-03	1.669e-02	3.937e-03	3.199e-03
1701	5.381e-03	1.672e-02	3.939e-03	3.207e-03
1702	5.415e-03	1.676e-02	3.956e-03	3.164e-03
1703	5.413e-03	1.669e-02	3.940e-03	3.209e-03
1704	5.402e-03	1.672e-02	3.957e-03	3.210e-03
1705	5.439e-03	1.668e-02	3.939e-03	3.199e-03
1706	5.418e-03	1.670e-02	3.948e-03	3.219e-03
1707	5.393e-03	1.670e-02	3.931e-03	3.193e-03
1708	5.406e-03	1.667e-02	3.947e-03	3.204e-03
1709	5.390e-03	1.673e-02	3.939e-03	3.205e-03
1710	5.402e-03	1.675e-02	4.305e-03	3.196e-03
1711	5.412e-03	1.666e-02	3.934e-03	3.205e-03
1712	5.387e-03	1.667e-02	3.949e-03	3.194e-03
1713	5.399e-03	1.667e-02	4.269e-03	3.208e-03
1714	5.381e-03	1.667e-02	3.965e-03	3.220e-03
1715	5.380e-03	1.672e-02	3.930e-03	3.173e-03
1716	5.418e-03	1.664e-02	3.939e-03	3.198e-03
1717	5.387e-03	1.672e-02	3.962e-03	3.201e-03
1718	5.384e-03	1.671e-02	3.972e-03	3.193e-03
1719	5.402e-03	1.665e-02	3.963e-03	3.522e-03
1720	5.688e-03	1.672e-02	3.934e-03	3.195e-03
1721	5.395e-03	1.666e-02	3.949e-03	3.196e-03
1722	5.376e-03	1.669e-02	3.960e-03	3.507e-03
1723	5.376e-03	1.671e-02	3.963e-03	3.191e-03
1724	5.403e-03	1.668e-02	3.935e-03	3.201e-03
1725	5.375e-03	1.668e-02	3.943e-03	3.195e-03
1726	5.401e-03	1.667e-02	3.962e-03	3.209e-03
1727	5.380e-03	1.667e-02	3.961e-03	3.513e-03
1728	5.379e-03	1.671e-02	3.910e-03	3.235e-03
1729	5.406e-03	1.666e-02	3.994e-03	3.235e-03
1730	5.378e-03	1.668e-02	4.084e-03	3.198e-03
1731	5.391e-03	1.671e-02	3.964e-03	3.203e-03
1732	5.390e-03	1.668e-02	3.944e-03	3.203e-03
1733	5.400e-03	1.669e-02	3.928e-03	3.201e-03
1734	5.426e-03	1.662e-02	3.952e-03	3.197e-03
1735	5.399e-03	1.670e-02	3.941e-03	3.222e-03
1736	5.389e-03	1.669e-02	3.963e-03	3.508e-03
1737	5.424e-03	1.668e-02	3.937e-03	3.199e-03
1738	5.373e-03	1.669e-02	3.945e-03	3.235e-03
1739	5.373e-03	1.672e-02	3.962e-03	3.173e-03
1740	5.399e-03	1.667e-02	4.260e-03	3.506e-03
1741	5.376e-03	1.669e-02	4.584e-03	3.184e-03
1742	5.429e-03	1.667e-02	3.937e-03	3.218e-03
1743	5.377e-03	1.669e-02	3.960e-03	3.195e-03
1744	5.421e-03	1.667e-02	4.277e-03	3.218e-03
1745	5.374e-03	1.667e-02	4.081e-03	3.515e-03
1746	5.404e-03	1.677e-02	3.935e-03	3.169e-03
1747	5.393e-03	1.665e-02	3.943e-03	3.196e-03
1748	5.379e-03	1.670e-02	3.963e-03	3.202e-03
1749	5.414e-03	1.666e-02	4.255e-03	3.291e-03
1750	5.381e-03	1.666e-02	4.081e-03	3.351e-03
1751	5.393e-03	1.672e-02	3.934e-03	3.186e-03
1752	5.419e-03	1.667e-02	3.970e-03	3.217e-03
1753	5.402e-03	1.671e-02	3.956e-03	3.310e-03
1754	5.399e-03	1.667e-02	3.932e-03	3.201e-03
1755	5.404e-03	1.672e-02	3.939e-03	3.223e-03
1756	5.415e-03	1.674e-02	3.944e-03	3.197e-03
1757	5.412e-03	1.666e-02	3.935e-03	3.208e-03
1758	5.372e-03	1.669e-02	3.943e-03	3.197e-03
1759	5.402e-03	1.675e-02	3.946e-03	3.169e-03
1760	5.422e-03	1.670e-02	3.946e-03	3.201e-03
1761	5.400e-03	1.671e-02	3.933e-03	3.197e-03
1762	5.389e-03	1.676e-02	3.939e-03	3.174e-03
1763	5.438e-03	1.672e-02	3.974e-03	3.220e-03
1764	5.405e-03	1.673e-02	3.941e-03	3.252e-03
1765	5.411e-03	1.669e-02	3.957e-03	3.194e-03
1766	5.390e-03	1.674e-02	3.943e-03	3.239e-03
