n	version1	version2	version3	version4
7995	5.436e-03	1.679e-02	3.981e-03	3.236e-03
7996	5.469e-03	1.674e-02	4.020e-03	3.178e-03
7997	5.484e-03	1.668e-02	3.971e-03	3.220e-03
7998	5.409e-03	1.678e-02	4.023e-03	3.232e-03
7999	5.446e-03	1.673e-02	3.980e-03	3.295e-03
8000	5.481e-03	1.673e-02	3.982e-03	3.233e-03
8001	5.496e-03	1.678e-02	3.968e-03	3.201e-03
8002	5.528e-03	1.672e-02	3.982e-03	3.246e-03
8003	5.406e-03	1.680e-02	4.021e-03	3.238e-03
8004	5.462e-03	1.674e-02	3.935e-03	3.267e-03
8005	5.545e-03	1.676e-02	3.980e-03	3.241e-03
8006	5.563e-03	1.677e-02	3.997e-03	3.208e-03
8007	5.390e-03	1.679e-02	4.016e-03	3.201e-03
8008	5.405e-03	1.686e-02	3.948e-03	3.243e-03
8009	5.431e-03	1.674e-02	4.099e-03	3.251e-03
8010	5.497e-03	1.675e-02	3.951e-03	3.207e-03
8011	5.480e-03	1.678e-02	3.957e-03	3.274e-03
8012	5.501e-03	1.675e-02	4.092e-03	3.214e-03
8013	5.450e-03	1.686e-02	3.987e-03	3.325e-03
8014	5.441e-03	1.683e-02	3.996e-03	3.294e-03
8015	5.452e-03	1.680e-02	4.111e-03	3.219e-03
8016	5.760e-03	1.677e-02	3.948e-03	3.208e-03
8017	5.420e-03	1.676e-02	4.084e-03	3.175e-03
8018	5.409e-03	1.673e-02	4.244e-03	3.519e-03
8019	5.441e-03	1.676e-02	3.951e-03	3.209e-03
8020	5.511e-03	1.674e-02	3.972e-03	3.267e-03
8021	5.466e-03	1.680e-02	4.121e-03	3.204e-03
8022	5.471e-03	1.683e-02	3.939e-03	3.367e-03
8023	5.477e-03	1.675e-02	3.940e-03	3.203e-03
8024	5.588e-03	1.679e-02	3.964e-03	3.172e-03
8025	5.538e-03	1.673e-02	4.052e-03	3.217e-03
8026	5.439e-03	1.674e-02	4.034e-03	3.217e-03
8027	5.425e-03	1.678e-02	3.932e-03	3.262e-03
8028	5.418e-03	1.678e-02	3.961e-03	3.252e-03
8029	5.449e-03	1.687e-02	3.949e-03	3.204e-03
8030	5.405e-03	1.676e-02	4.071e-03	3.242e-03
8031	5.395e-03	1.680e-02	3.954e-03	3.257e-03
8032	5.429e-03	1.679e-02	3.946e-03	3.205e-03
8033	5.456e-03	1.675e-02	3.983e-03	3.233e-03
8034	5.489e-03	1.674e-02	3.954e-03	3.200e-03
8035	5.414e-03	1.681e-02	4.048e-03	3.253e-03
8036	5.455e-03	1.686e-02	3.937e-03	3.277e-03
8037	5.449e-03	1.679e-02	3.965e-03	3.220e-03
8038	5.490e-03	1.674e-02	3.975e-03	3.200e-03
8039	5.450e-03	1.677e-02	4.084e-03	3.230e-03
8040	5.402e-03	1.672e-02	4.144e-03	3.242e-03
8041	5.399e-03	1.677e-02	3.975e-03	3.218e-03
8042	5.520e-03	1.673e-02	3.991e-03	3.219e-03
8043	5.535e-03	1.679e-02	4.005e-03	3.231e-03
8044	5.480e-03	1.683e-02	4.065e-03	3.305e-03
8045	5.413e-03	1.675e-02	3.936e-03	3.335e-03
8046	5.508e-03	1.677e-02	3.981e-03	3.236e-03
8047	5.507e-03	1.674e-02	3.936e-03	3.310e-03
8048	5.511e-03	1.673e-02	4.038e-03	3.211e-03
8049	5.427e-03	1.678e-02	4.067e-03	3.268e-03
8050	5.450e-03	1.679e-02	3.958e-03	3.262e-03
8051	5.467e-03	1.681e-02	3.982e-03	3.245e-03
8052	5.476e-03	1.672e-02	4.062e-03	3.205e-03
8053	5.500e-03	1.677e-02	4.131e-03	3.274e-03
8054	5.468e-03	1.682e-02	3.939e-03	3.355e-03
8055	5.421e-03	1.675e-02	3.964e-03	3.214e-03
8056	5.535e-03	1.685e-02	4.031e-03	3.224e-03
8057	5.555e-03	1.683e-02	3.977e-03	3.225e-03
8058	5.414e-03	1.674e-02	4.112e-03	3.270e-03
8059	5.427e-03	1.682e-02	3.939e-03	3.303e-03
8060	5.534e-03	1.673e-02	3.992e-03	3.242e-03
8061	5.526e-03	1.680e-02	3.948e-03	3.269e-03
8062	5.496e-03	1.674e-02	4.054e-03	3.256e-03
8063	5.458e-03	1.681e-02	4.043e-03	3.267e-03
8064	5.418e-03	1.673e-02	3.935e-03	3.259e-03
8065	5.466e-03	1.679e-02	3.958e-03	3.214e-03
8066	5.440e-03	1.678e-02	4.043e-03	3.280e-03
8067	5.422e-03	1.675e-02	4.048e-03	3.231e-03
8068	5.408e-03	1.686e-02	3.970e-03	3.585e-03
8069	5.483e-03	1.684e-02	3.947e-03	3.274e-03
8070	5.481e-03	1.680e-02	3.983e-03	3.210e-03
8071	5.512e-03	1.685e-02	3.975e-03	3.203e-03
8072	5.399e-03	1.677e-02	4.015e-03	3.218e-03
8073	5.507e-03	1.679e-02	3.935e-03	3.241e-03
8074	5.509e-03	1.676e-02	4.000e-03	3.208e-03
8075	5.476e-03	1.673e-02	3.933e-03	3.240e-03
8076	5.443e-03	1.682e-02	4.054e-03	3.221e-03
8077	5.454e-03	1.680e-02	4.007e-03	3.290e-03
8078	5.438e-03	1.680e-02	4.004e-03	3.213e-03
8079	5.518e-03	1.676e-02	4.002e-03	3.245e-03
8080	5.486e-03	1.676e-02	4.043e-03	3.197e-03
8081	5.453e-03	1.675e-02	4.030e-03	3.232e-03
8082	5.418e-03	1.676e-02	3.978e-03	3.390e-03
8083	5.479e-03	1.671e-02	3.944e-03	3.212e-03
8084	5.482e-03	1.674e-02	3.953e-03	3.253e-03
8085	5.452e-03	1.668e-02	4.040e-03	3.266e-03
8086	5.486e-03	1.670e-02	4.112e-03	3.292e-03
8087	5.519e-03	1.675e-02	3.967e-03	3.314e-03
8088	5.521e-03	1.680e-02	4.000e-03	3.384e-03
8089	5.509e-03	1.673e-02	3.975e-03	3.242e-03
8090	5.497e-03	1.671e-02	4.117e-03	3.223e-03
8091	5.432e-03	1.682e-02	4.050e-03	3.296e-03
8092	5.539e-03	1.672e-02	3.971e-03	3.238e-03
8093	5.486e-03	1.674e-02	4.109e-03	3.337e-03
8094	5.582e-03	1.669e-02	4.028e-03	3.316e-03
8095	5.482e-03	1.674e-02	4.036e-03	3.284e-03
8096	5.479e-03	1.677e-02	3.990e-03	3.353e-03
8097	5.507e-03	1.679e-02	4.008e-03	3.238e-03
8098	5.549e-03	1.683e-02	4.034e-03	3.362e-03
8099	5.520e-03	1.678e-02	4.019e-03	3.227e-03
8100	5.400e-03	1.689e-02	4.009e-03	3.174e-03
8101	5.400e-03	1.688e-02	3.979e-03	3.259e-03
8102	5.400e-03	1.692e-02	4.097e-03	3.218e-03
8103	5.566e-03	1.673e-02	3.974e-03	3.295e-03
8104	5.597e-03	1.688e-02	3.985e-03	3.310e-03
8105	5.479e-03	1.680e-02	4.096e-03	3.292e-03
8106	5.541e-03	1.692e-02	3.943e-03	3.330e-03
8107	5.520e-03	1.688e-02	3.946e-03	3.215e-03
8108	5.567e-03	1.687e-02	4.107e-03	3.205e-03
8109	5.497e-03	1.694e-02	3.970e-03	3.270e-03
8110	5.429e-03	1.684e-02	4.038e-03	3.206e-03
8111	5.459e-03	1.688e-02	3.980e-03	3.303e-03
8112	5.426e-03	1.680e-02	4.016e-03	3.258e-03
8113	5.530e-03	1.685e-02	3.950e-03	3.180e-03
8114	5.419e-03	1.678e-02	4.038e-03	3.212e-03
8115	5.455e-03	1.680e-02	3.937e-03	3.361e-03
8116	5.419e-03	1.671e-02	4.018e-03	3.212e-03
8117	5.480e-03	1.695e-02	4.074e-03	3.323e-03
8118	5.514e-03	1.693e-02	3.985e-03	3.271e-03
8119	5.536e-03	1.687e-02	4.108e-03	3.211e-03
8120	5.524e-03	1.704e-02	3.962e-03	3.304e-03
8121	5.404e-03	1.700e-02	4.111e-03	3.216e-03
8122	5.495e-03	1.688e-02	4.009e-03	3.305e-03
8123	5.482e-03	1.700e-02	3.977e-03	3.257e-03
8124	5.621e-03	1.688e-02	4.043e-03	3.258e-03
8125	5.543e-03	1.687e-02	3.970e-03	3.420e-03
8126	5.500e-03	1.688e-02	4.068e-03	3.288e-03
8127	5.505e-03	1.689e-02	4.009e-03	3.243e-03
8128	5.539e-03	1.687e-02	3.960e-03	3.282e-03
8129	5.438e-03	1.680e-02	4.016e-03	3.250e-03
8130	5.473e-03	1.678e-02	4.020e-03	3.383e-03
8131	5.469e-03	1.678e-02	3.983e-03	3.237e-03
8132	5.599e-03	1.680e-02	4.009e-03	3.216e-03
8133	5.461e-03	1.684e-02	4.072e-03	3.305e-03
8134	5.476e-03	1.682e-02	4.045e-03	3.252e-03
8135	5.562e-03	1.686e-02	3.957e-03	3.283e-03
8136	5.509e-03	1.688e-02	3.946e-03	3.250e-03
8137	5.591e-03	1.681e-02	4.083e-03	3.297e-03
8138	5.476e-03	1.690e-02	4.147e-03	3.275e-03
8139	5.495e-03	1.669e-02	4.112e-03	3.312e-03
8140	5.475e-03	1.681e-02	4.052e-03	3.407e-03
8141	5.615e-03	1.676e-02	4.090e-03	3.358e-03
8142	5.645e-03	1.669e-02	4.061e-03	3.255e-03
8143	5.506e-03	1.682e-02	4.114e-03	3.294e-03
8144	5.493e-03	1.680e-02	4.133e-03	3.302e-03
8145	5.639e-03	1.679e-02	4.048e-03	3.414e-03
8146	5.471e-03	1.676e-02	4.102e-03	3.351e-03
8147	5.608e-03	1.674e-02	4.016e-03	3.260e-03
8148	5.401e-03	1.698e-02	4.076e-03	3.270e-03
8149	5.532e-03	1.675e-02	4.041e-03	3.337e-03
8150	5.532e-03	1.687e-02	4.034e-03	3.391e-03
8151	5.479e-03	1.688e-02	4.031e-03	3.332e-03
8152	5.548e-03	1.685e-02	4.065e-03	3.379e-03
8153	5.515e-03	1.694e-02	4.082e-03	3.233e-03
8154	5.431e-03	1.686e-02	4.138e-03	3.311e-03
8155	5.543e-03	1.680e-02	4.077e-03	3.338e-03
8156	5.450e-03	1.676e-02	4.088e-03	3.344e-03
8157	5.674e-03	1.668e-02	4.066e-03	3.562e-03
8158	5.481e-03	1.678e-02	4.069e-03	3.243e-03
8159	5.577e-03	1.702e-02	4.116e-03	3.287e-03
8160	5.481e-03	1.686e-02	3.985e-03	3.333e-03
8161	5.477e-03	1.677e-02	3.991e-03	3.267e-03
8162	5.564e-03	1.679e-02	4.009e-03	3.241e-03
8163	5.499e-03	1.683e-02	4.084e-03	3.291e-03
8164	5.404e-03	1.675e-02	4.061e-03	3.288e-03
8165	5.543e-03	1.671e-02	4.019e-03	3.320e-03
8166	5.512e-03	1.674e-02	3.968e-03	3.266e-03
8167	5.535e-03	1.675e-02	4.016e-03	3.244e-03
8168	5.469e-03	1.679e-02	4.108e-03	3.245e-03
8169	5.507e-03	1.679e-02	4.019e-03	3.328e-03
8170	5.497e-03	1.678e-02	4.012e-03	3.258e-03
8171	5.531e-03	1.677e-02	4.039e-03	3.215e-03
8172	5.556e-03	1.678e-02	4.074e-03	3.258e-03
8173	5.522e-03	1.675e-02	4.130e-03	3.322e-03
8174	5.567e-03	1.670e-02	4.073e-03	3.347e-03
8175	5.459e-03	1.686e-02	4.081e-03	3.235e-03
8176	5.548e-03	1.692e-02	3.941e-03	3.221e-03
8177	5.483e-03	1.681e-02	3.979e-03	3.242e-03
8178	5.420e-03	1.677e-02	4.004e-03	3.292e-03
8179	5.399e-03	1.677e-02	4.092e-03	3.359e-03
8180	5.507e-03	1.671e-02	4.075e-03	3.284e-03
8181	5.647e-03	1.676e-02	4.078e-03	3.274e-03
8182	5.555e-03	1.674e-02	4.087e-03	3.328e-03
8183	5.493e-03	1.675e-02	4.123e-03	3.302e-03
8184	5.478e-03	1.682e-02	4.049e-03	3.298e-03
8185	5.536e-03	1.668e-02	4.010e-03	3.261e-03
8186	5.474e-03	1.680e-02	3.952e-03	3.205e-03
8187	5.440e-03	1.670e-02	4.060e-03	3.213e-03
8188	5.402e-03	1.674e-02	3.979e-03	3.328e-03
8189	5.438e-03	1.674e-02	3.981e-03	3.240e-03
8190	5.501e-03	1.675e-02	3.980e-03	3.220e-03
8191	5.546e-03	1.676e-02	3.958e-03	3.184e-03
8192	5.444e-03	1.671e-02	4.100e-03	3.262e-03
8193	5.478e-03	1.674e-02	3.959e-03	3.330e-03
8194	5.478e-03	1.674e-02	3.965e-03	3.241e-03
8195	5.567e-03	1.681e-02	4.029e-03	3.261e-03
8196	5.651e-03	1.673e-02	4.052e-03	3.324e-03
8197	5.483e-03	1.670e-02	4.090e-03	3.263e-03
8198	5.555e-03	1.682e-02	4.028e-03	3.345e-03
8199	5.451e-03	1.688e-02	4.034e-03	3.272e-03
8200	5.567e-03	1.681e-02	4.025e-03	3.270e-03
8201	5.560e-03	1.689e-02	4.104e-03	3.252e-03
8202	5.510e-03	1.672e-02	4.105e-03	3.269e-03
8203	5.489e-03	1.678e-02	4.131e-03	3.344e-03
8204	5.506e-03	1.674e-02	4.053e-03	3.281e-03
8205	5.551e-03	1.670e-02	4.003e-03	3.262e-03
8206	5.450e-03	1.694e-02	4.081e-03	3.256e-03
8207	5.413e-03	1.681e-02	4.021e-03	3.260e-03
8208	5.403e-03	1.679e-02	3.953e-03	3.180e-03
8209	5.514e-03	1.676e-02	4.034e-03	3.217e-03
8210	5.478e-03	1.677e-02	3.964e-03	3.275e-03
8211	5.443e-03	1.675e-02	4.037e-03	3.218e-03
8212	5.407e-03	1.681e-02	3.951e-03	3.293e-03
8213	5.396e-03	1.678e-02	3.958e-03	3.233e-03
8214	5.480e-03	1.673e-02	3.949e-03	3.215e-03
8215	5.475e-03	1.674e-02	4.021e-03	3.196e-03
8216	5.449e-03	1.673e-02	4.026e-03	3.234e-03
8217	5.393e-03	1.686e-02	4.010e-03	3.351e-03
8218	5.493e-03	1.672e-02	4.004e-03	3.226e-03
8219	5.475e-03	1.675e-02	3.990e-03	3.215e-03
8220	5.399e-03	1.679e-02	4.089e-03	3.227e-03
8221	5.500e-03	1.666e-02	4.055e-03	3.424e-03
8222	5.489e-03	1.682e-02	4.079e-03	3.182e-03
8223	5.713e-03	1.686e-02	3.948e-03	3.211e-03
8224	5.475e-03	1.696e-02	4.012e-03	3.232e-03
8225	5.504e-03	1.683e-02	4.044e-03	3.254e-03
8226	5.493e-03	1.688e-02	3.954e-03	3.339e-03
8227	5.469e-03	1.684e-02	3.958e-03	3.213e-03
8228	5.473e-03	1.684e-02	3.951e-03	3.222e-03
8229	5.496e-03	1.674e-02	3.952e-03	3.251e-03
8230	5.415e-03	1.684e-02	4.031e-03	3.215e-03
8231	5.399e-03	1.677e-02	4.003e-03	3.263e-03
8232	5.422e-03	1.672e-02	3.946e-03	3.222e-03
8233	5.468e-03	1.680e-02	3.954e-03	3.208e-03
8234	5.431e-03	1.674e-02	4.040e-03	3.218e-03
8235	5.399e-03	1.678e-02	3.949e-03	3.294e-03
8236	5.397e-03	1.678e-02	4.045e-03	3.250e-03
8237	5.635e-03	1.685e-02	4.073e-03	3.263e-03
8238	5.540e-03	1.676e-02	4.044e-03	3.263e-03
8239	5.527e-03	1.675e-02	4.091e-03	3.254e-03
8240	5.430e-03	1.687e-02	3.941e-03	3.316e-03
8241	5.547e-03	1.685e-02	3.937e-03	3.213e-03
8242	5.534e-03	1.681e-02	4.020e-03	3.207e-03
8243	5.519e-03	1.677e-02	4.063e-03	3.236e-03
8244	5.472e-03	1.682e-02	4.093e-03	3.278e-03
8245	5.533e-03	1.673e-02	3.982e-03	3.402e-03
8246	5.506e-03	1.681e-02	4.083e-03	3.233e-03
8247	5.607e-03	1.691e-02	3.963e-03	3.297e-03
8248	5.467e-03	1.689e-02	3.976e-03	3.246e-03
8249	5.500e-03	1.688e-02	4.032e-03	3.265e-03
8250	5.465e-03	1.692e-02	3.978e-03	3.303e-03
8251	5.396e-03	1.700e-02	4.018e-03	3.328e-03
8252	5.478e-03	1.690e-02	3.976e-03	3.296e-03
8253	5.498e-03	1.696e-02	4.029e-03	3.209e-03
8254	5.499e-03	1.689e-02	4.067e-03	3.238e-03
8255	5.489e-03	1.690e-02	4.077e-03	3.254e-03
8256	5.436e-03	1.687e-02	3.947e-03	3.201e-03
8257	5.484e-03	1.684e-02	3.928e-03	3.201e-03
8258	5.477e-03	1.675e-02	4.078e-03	3.246e-03
8259	5.471e-03	1.684e-02	3.952e-03	3.298e-03
8260	5.424e-03	1.673e-02	3.955e-03	3.200e-03
8261	5.517e-03	1.676e-02	3.939e-03	3.201e-03
8262	5.460e-03	1.687e-02	3.963e-03	3.177e-03
8263	5.417e-03	1.675e-02	4.054e-03	3.224e-03
8264	5.454e-03	1.681e-02	3.953e-03	3.291e-03
8265	5.437e-03	1.674e-02	3.933e-03	3.199e-03
8266	5.507e-03	1.673e-02	3.936e-03	3.199e-03
8267	5.381e-03	1.681e-02	4.088e-03	3.178e-03
8268	5.407e-03	1.674e-02	3.937e-03	3.315e-03
8269	5.407e-03	1.684e-02	3.939e-03	3.198e-03
8270	5.525e-03	1.677e-02	3.938e-03	3.204e-03
8271	5.460e-03	1.684e-02	3.963e-03	3.203e-03
8272	5.384e-03	1.681e-02	4.012e-03	3.179e-03
8273	5.478e-03	1.675e-02	3.942e-03	3.283e-03
8274	5.408e-03	1.678e-02	3.939e-03	3.200e-03
8275	5.546e-03	1.675e-02	3.980e-03	3.220e-03
8276	5.396e-03	1.680e-02	4.069e-03	3.238e-03
8277	5.394e-03	1.680e-02	3.972e-03	3.284e-03
8278	5.442e-03	1.677e-02	4.088e-03	3.316e-03
8279	5.560e-03	1.678e-02	4.018e-03	3.164e-03
8280	5.512e-03	1.683e-02	3.982e-03	3.236e-03
8281	5.394e-03	1.680e-02	4.082e-03	3.242e-03
8282	5.514e-03	1.680e-02	3.972e-03	3.278e-03
8283	5.476e-03	1.672e-02	4.051e-03	3.317e-03
8284	5.618e-03	1.672e-02	4.075e-03	3.272e-03
8285	5.489e-03	1.677e-02	4.045e-03	3.286e-03
8286	5.526e-03	1.674e-02	4.119e-03	3.257e-03
8287	5.496e-03	1.671e-02	4.020e-03	3.314e-03
8288	5.535e-03	1.676e-02	4.036e-03	3.244e-03
8289	5.616e-03	1.684e-02	3.959e-03	3.252e-03
8290	5.401e-03	1.683e-02	4.021e-03	3.273e-03
8291	5.482e-03	1.689e-02	4.098e-03	3.316e-03
8292	5.535e-03	1.686e-02	3.950e-03	3.185e-03
8293	5.460e-03	1.674e-02	4.060e-03	3.906e-03
8294	5.571e-03	1.683e-02	3.980e-03	3.228e-03
8295	5.429e-03	1.673e-02	4.045e-03	3.219e-03
8296	5.434e-03	1.675e-02	3.982e-03	3.289e-03
8297	5.456e-03	1.694e-02	3.956e-03	3.221e-03
8298	5.519e-03	1.674e-02	4.047e-03	3.204e-03
8299	5.511e-03	1.677e-02	3.974e-03	3.247e-03
8300	5.440e-03	1.672e-02	4.025e-03	3.214e-03
8301	5.405e-03	1.683e-02	3.958e-03	3.284e-03
8302	5.442e-03	1.672e-02	3.950e-03	3.214e-03
8303	5.514e-03	1.676e-02	3.952e-03	3.243e-03
8304	5.441e-03	1.667e-02	4.133e-03	3.299e-03
8305	5.531e-03	1.680e-02	4.102e-03	3.268e-03
8306	5.540e-03	1.675e-02	4.044e-03	3.340e-03
8307	5.483e-03	1.684e-02	3.950e-03	3.207e-03
8308	5.555e-03	1.690e-02	3.939e-03	3.209e-03
8309	5.402e-03	1.675e-02	4.102e-03	3.259e-03
8310	5.417e-03	1.678e-02	3.951e-03	3.305e-03
8311	5.472e-03	1.669e-02	4.037e-03	3.254e-03
8312	5.495e-03	1.683e-02	3.953e-03	3.214e-03
8313	5.515e-03	1.690e-02	3.975e-03	3.232e-03
8314	5.424e-03	1.680e-02	4.028e-03	3.262e-03
8315	5.442e-03	1.678e-02	3.942e-03	3.298e-03
8316	5.439e-03	1.675e-02	3.945e-03	3.212e-03
8317	5.540e-03	1.680e-02	3.947e-03	3.181e-03
8318	5.423e-03	1.682e-02	4.031e-03	3.232e-03
8319	5.405e-03	1.676e-02	4.016e-03	3.205e-03
8320	5.421e-03	1.679e-02	3.952e-03	3.215e-03
8321	5.466e-03	1.676e-02	3.953e-03	3.207e-03
8322	5.466e-03	1.682e-02	3.943e-03	3.179e-03
8323	5.465e-03	1.677e-02	4.097e-03	3.324e-03
8324	5.502e-03	1.671e-02	3.989e-03	3.312e-03
8325	5.564e-03	1.684e-02	4.012e-03	3.391e-03
8326	5.575e-03	1.679e-02	4.087e-03	3.293e-03
8327	5.579e-03	1.679e-02	4.052e-03	3.268e-03
8328	5.394e-03	1.679e-02	4.024e-03	3.210e-03
8329	5.454e-03	1.683e-02	4.018e-03	3.326e-03
8330	5.486e-03	1.672e-02	4.013e-03	3.267e-03
8331	5.617e-03	1.684e-02	4.024e-03	3.295e-03
8332	5.632e-03	1.679e-02	4.025e-03	3.308e-03
8333	5.531e-03	1.684e-02	4.060e-03	3.293e-03
8334	5.515e-03	1.685e-02	4.069e-03	3.350e-03
8335	5.589e-03	1.681e-02	3.986e-03	3.229e-03
8336	5.484e-03	1.678e-02	3.982e-03	3.289e-03
8337	5.397e-03	1.688e-02	4.028e-03	3.322e-03
8338	5.469e-03	1.669e-02	4.123e-03	3.239e-03
8339	5.417e-03	1.677e-02	3.946e-03	3.260e-03
8340	5.447e-03	1.677e-02	3.968e-03	3.233e-03
8341	5.482e-03	1.675e-02	3.983e-03	3.216e-03
8342	5.434e-03	1.678e-02	4.033e-03	3.229e-03
8343	5.427e-03	1.674e-02	3.949e-03	3.308e-03
8344	5.461e-03	1.671e-02	3.973e-03	3.232e-03
8345	5.497e-03	1.675e-02	3.976e-03	3.287e-03
8346	5.542e-03	1.681e-02	3.951e-03	3.199e-03
8347	5.444e-03	1.679e-02	4.074e-03	3.266e-03
8348	5.483e-03	1.668e-02	4.052e-03	3.359e-03
8349	5.566e-03	1.681e-02	4.046e-03	3.257e-03
8350	5.549e-03	1.673e-02	3.972e-03	3.235e-03
8351	5.495e-03	1.672e-02	4.106e-03	3.264e-03
8352	5.466e-03	1.679e-02	4.031e-03	3.271e-03
8353	5.471e-03	1.671e-02	3.959e-03	3.211e-03
8354	5.447e-03	1.678e-02	3.950e-03	3.209e-03
8355	5.474e-03	1.676e-02	3.972e-03	3.222e-03
8356	5.420e-03	1.677e-02	4.082e-03	3.241e-03
8357	5.444e-03	1.673e-02	3.974e-03	3.306e-03
8358	5.460e-03	1.673e-02	3.990e-03	3.216e-03
8359	5.491e-03	1.674e-02	3.988e-03	3.269e-03
8360	5.579e-03	1.678e-02	4.049e-03	3.255e-03
8361	5.465e-03	1.672e-02	4.059e-03	3.288e-03
8362	5.427e-03	1.680e-02	3.975e-03	3.273e-03
8363	5.416e-03	1.672e-02	3.965e-03	3.267e-03
8364	5.674e-03	1.677e-02	4.008e-03	3.178e-03
8365	5.428e-03	1.679e-02	4.142e-03	3.294e-03
8366	5.483e-03	1.673e-02	4.034e-03	3.249e-03
8367	5.493e-03	1.673e-02	3.977e-03	3.237e-03
8368	5.503e-03	1.684e-02	3.998e-03	3.292e-03
8369	5.566e-03	1.687e-02	4.104e-03	3.694e-03
8370	5.422e-03	1.685e-02	4.012e-03	3.218e-03
8371	5.511e-03	1.681e-02	3.942e-03	3.299e-03
8372	5.411e-03	1.676e-02	4.052e-03	3.259e-03
8373	5.540e-03	1.682e-02	4.082e-03	3.304e-03
8374	5.593e-03	1.670e-02	4.064e-03	3.351e-03
8375	5.524e-03	1.685e-02	4.174e-03	3.326e-03
8376	5.598e-03	1.680e-02	3.993e-03	3.358e-03
8377	5.437e-03	1.687e-02	3.995e-03	3.310e-03
8378	5.580e-03	1.669e-02	4.002e-03	3.291e-03
8379	5.513e-03	1.676e-02	4.038e-03	3.278e-03
8380	5.427e-03	1.675e-02	4.061e-03	3.297e-03
8381	5.511e-03	1.684e-02	3.974e-03	3.300e-03
8382	5.492e-03	1.681e-02	4.060e-03	3.263e-03
8383	5.611e-03	1.678e-02	4.086e-03	3.220e-03
8384	5.605e-03	1.672e-02	4.074e-03	3.282e-03
8385	5.481e-03	1.679e-02	4.177e-03	3.294e-03
8386	5.544e-03	1.674e-02	3.993e-03	3.354e-03
8387	5.458e-03	1.676e-02	3.959e-03	3.270e-03
8388	5.517e-03	1.675e-02	3.973e-03	3.231e-03
8389	5.415e-03	1.688e-02	3.989e-03	3.276e-03
8390	5.547e-03	1.667e-02	4.095e-03	3.267e-03
8391	5.471e-03	1.669e-02	4.061e-03	3.429e-03
8392	5.468e-03	1.676e-02	4.030e-03	3.223e-03
8393	5.595e-03	1.676e-02	3.999e-03	3.233e-03
8394	5.418e-03	1.675e-02	4.081e-03	3.183e-03
8395	5.425e-03	1.678e-02	3.957e-03	3.331e-03
8396	5.440e-03	1.673e-02	3.958e-03	3.257e-03
8397	5.612e-03	1.673e-02	4.034e-03	3.255e-03
8398	5.754e-03	1.681e-02	3.959e-03	3.261e-03
8399	5.463e-03	1.675e-02	4.077e-03	3.335e-03
8400	5.465e-03	1.683e-02	4.030e-03	3.342e-03
8401	5.472e-03	1.686e-02	3.968e-03	3.180e-03
8402	5.522e-03	1.682e-02	3.966e-03	3.219e-03
8403	5.480e-03	1.680e-02	4.076e-03	3.185e-03
8404	5.522e-03	1.676e-02	4.095e-03	3.294e-03
8405	5.493e-03	1.697e-02	4.245e-03	3.283e-03
8406	5.480e-03	1.693e-02	3.947e-03	3.210e-03
8407	5.537e-03	1.690e-02	3.957e-03	3.320e-03
8408	5.537e-03	1.685e-02	4.044e-03	3.225e-03
8409	5.451e-03	1.684e-02	4.030e-03	3.234e-03
8410	5.460e-03	1.674e-02	4.147e-03	3.333e-03
8411	5.504e-03	1.675e-02	4.079e-03	3.273e-03
8412	5.562e-03	1.672e-02	4.073e-03	3.268e-03
8413	5.527e-03	1.677e-02	4.204e-03	3.440e-03
8414	5.529e-03	1.699e-02	4.174e-03	3.341e-03
8415	5.547e-03	1.682e-02	4.069e-03	3.365e-03
8416	5.547e-03	1.686e-02	4.104e-03	3.660e-03
8417	5.548e-03	1.687e-02	4.383e-03	3.279e-03
8418	5.609e-03	1.677e-02	4.014e-03	3.342e-03
8419	5.487e-03	1.686e-02	4.176e-03	3.279e-03
8420	5.566e-03	1.682e-02	4.068e-03	3.404e-03
8421	5.629e-03	1.681e-02	4.083e-03	3.288e-03
8422	5.594e-03	1.683e-02	4.047e-03	3.211e-03
8423	5.521e-03	1.691e-02	4.052e-03	3.304e-03
8424	5.463e-03	1.688e-02	4.055e-03	3.264e-03
8425	5.458e-03	1.697e-02	3.942e-03	3.296e-03
8426	5.498e-03	1.679e-02	3.952e-03	3.322e-03
8427	5.515e-03	1.686e-02	3.960e-03	3.296e-03
8428	5.501e-03	1.689e-02	3.954e-03	3.208e-03
8429	5.509e-03	1.687e-02	4.022e-03	3.196e-03
8430	5.541e-03	1.684e-02	3.978e-03	3.293e-03
8431	5.501e-03	1.687e-02	3.941e-03	3.204e-03
8432	5.521e-03	1.690e-02	4.027e-03	3.230e-03
8433	5.420e-03	1.692e-02	4.010e-03	3.246e-03
8434	5.479e-03	1.683e-02	4.011e-03	3.235e-03
8435	5.495e-03	1.690e-02	4.027e-03	3.294e-03
8436	5.410e-03	1.694e-02	4.034e-03	3.299e-03
8437	5.471e-03	1.690e-02	3.994e-03	3.255e-03
8438	5.562e-03	1.689e-02	4.013e-03	3.164e-03
8439	5.428e-03	1.679e-02	3.943e-03	3.384e-03
8440	5.396e-03	1.679e-02	4.017e-03	3.221e-03
8441	5.517e-03	1.685e-02	3.950e-03	3.234e-03
8442	5.493e-03	1.676e-02	3.977e-03	3.217e-03
8443	5.447e-03	1.685e-02	3.989e-03	3.202e-03
8444	5.413e-03	1.678e-02	3.935e-03	3.283e-03
8445	5.446e-03	1.679e-02	3.937e-03	3.172e-03
